u_mag,g_mag,r_mag,i_mag,z_mag,cat
20.230293,17.786285,16.677221,16.171238,15.937663,star
16.453638,15.307822,15.11053,15.07311,15.107593,star
19.096878,17.19474,16.477457,16.193007,16.063025,star
19.052052,17.989857,17.587479,17.457922,17.373491,star
17.579819,16.386255,15.989151,15.791472,15.751941,star
19.246588,17.150223,16.38769,16.054907,15.93093,star
20.280859,17.887861,16.880018,16.530724,16.344841,star
17.699902,16.163248,15.567628,15.362674,15.263705,star
18.070784,16.723652,16.262308,16.113705,16.045652,star
19.213743,16.805166,15.615973,15.152452,15.000402,star
20.523579,17.945183,16.50474,15.911994,15.535212,star
18.875919,17.730797,17.338026,17.2082,17.165031,star
18.292255,16.692638,16.066048,15.822585,15.749763,star
17.749344,16.591543,16.111158,15.978729,15.944992,star
17.91807,16.732683,16.321068,16.192266,16.148861,star
17.353045,16.233713,15.785282,15.645576,15.613412,star
20.150995,17.550167,16.273952,15.708549,15.413145,star
18.547609,17.521584,17.204935,17.041143,17.006283,star
19.682072,17.857368,17.025579,16.651548,16.495111,star
17.932283,17.049038,16.718647,16.60541,16.584274,star
18.764599,17.912157,17.626953,17.537022,17.524672,star
18.764444,16.817371,16.074654,15.816769,15.706697,star
18.939571,17.730423,17.269079,17.088726,17.019533,star
18.731993,16.930805,16.305361,16.054211,15.945951,star
18.56745,17.113798,16.614273,16.440653,16.269983,star
18.001501,16.945679,16.613228,16.516718,16.42313,star
17.664057,16.713158,16.428686,16.301043,16.254263,star
18.987091,17.606819,17.114624,16.869261,16.741121,star
17.427298,16.508661,16.233591,16.126123,16.06365,star
17.498281,16.220818,15.831798,15.600925,15.650212,star
18.406885,16.38056,15.598475,15.27202,15.11179,star
19.900566,17.993664,17.33713,17.088444,16.977209,star
18.586468,17.240946,16.786474,16.67663,16.652489,star
18.863939,17.825035,17.508116,17.47118,17.437796,star
18.500988,17.156,16.67499,16.552521,16.490866,star
19.31151,17.679108,17.008863,16.685272,16.555389,star
18.720697,17.339931,16.878702,16.715014,16.674728,star
18.814178,17.359819,16.804482,16.618092,16.594568,star
19.064474,17.577763,16.969957,16.725487,16.582941,star
20.487473,17.979095,16.57136,15.679716,15.292544,star
19.423098,17.256624,16.410681,16.027243,15.87055,star
18.540901,17.17667,16.606804,16.375185,16.261164,star
18.557924,17.159056,16.63978,16.457104,16.403427,star
17.013754,16.00815,15.719926,15.649588,15.668056,star
18.891228,17.701984,17.245838,17.096016,17.039848,star
17.511042,16.026011,15.482251,15.29539,15.242831,star
18.826328,17.930525,17.666555,17.58436,17.549095,star
19.590477,17.94421,17.225466,16.925571,16.757813,star
17.138964,15.758557,15.263226,15.08434,15.014306,star
19.229485,17.765371,17.237421,16.983305,16.856173,star
18.770649,17.625,17.271645,17.156498,17.119333,star
19.126429,17.175533,16.382191,16.11157,15.9594,star
19.896423,17.789108,16.971869,16.692865,16.53591,star
18.433722,17.316227,16.956327,16.82295,16.776299,star
18.382704,17.312052,16.899132,16.737068,16.664169,star
19.086658,17.827078,17.366104,17.198952,17.139473,star
19.355827,17.642296,16.977835,16.748699,16.634941,star
18.909937,17.999228,17.695618,17.572754,17.572783,star
18.455173,16.691454,16.033754,15.805814,15.691841,star
16.794655,15.691968,15.794364,15.933809,16.031118,star
17.801462,16.544928,16.079016,15.892078,15.85647,star
18.205465,16.599007,15.955744,15.721749,15.612845,star
19.50193,17.510647,16.740974,16.455578,16.297314,star
18.200201,16.496576,15.843566,15.598177,15.445434,star
17.839575,16.865795,16.612919,16.511242,16.51018,star
17.87455,16.946098,16.736986,16.675837,16.670837,star
17.859474,16.532682,16.07687,15.867458,15.778835,star
18.098606,16.141146,15.362982,15.155107,15.017549,star
18.533461,16.782133,16.103495,15.881045,15.793461,star
19.142897,17.911541,17.428173,17.260859,17.195049,star
18.244886,17.256119,16.86853,16.6936,16.621248,star
19.880312,17.476448,16.527645,16.181883,15.98867,star
18.680212,17.10161,16.516119,16.276625,16.11784,star
18.833246,17.259441,16.644371,16.432829,16.337067,star
17.901974,16.629742,16.195986,16.004416,15.961864,star
16.944105,15.827012,15.439775,15.269476,15.252505,star
18.94746,17.941765,17.749979,17.684559,17.722103,star
18.771515,17.574099,17.146532,16.930424,16.897625,star
17.950199,16.509144,16.040564,15.863906,15.842665,star
17.63637,16.34215,15.79749,15.606827,15.568905,star
16.284952,15.009629,15.164118,15.292119,15.424339,star
18.786684,16.89554,16.149269,15.892853,15.774365,star
17.346378,15.999976,15.516122,15.391749,15.36324,star
19.190359,17.812822,17.288017,17.085581,17.030367,star
18.568398,16.494944,15.764332,15.466945,15.35338,star
18.786486,17.666319,17.166023,17.029669,17.008585,star
17.487314,16.322805,15.882315,15.711623,15.716393,star
18.042065,16.937874,16.601833,16.449631,16.423515,star
19.282522,17.334635,16.573391,16.279753,16.130878,star
19.5131,17.896418,17.368612,17.073568,16.99015,star
17.740536,16.621208,16.306311,16.147572,16.119467,star
18.65486,16.940016,16.32128,16.081886,15.946793,star
18.939461,17.574423,17.126429,16.942535,16.875004,star
18.411711,16.480959,15.795433,15.547531,15.486473,star
16.947554,15.814261,15.450784,15.319494,15.302416,star
17.901773,16.324757,15.684508,15.380964,15.280712,star
19.013947,17.315775,16.741728,16.505449,16.418993,star
20.254732,17.747038,16.460419,15.580289,15.157811,star
18.697496,16.766935,16.052624,15.781778,15.643413,star
20.350916,17.804518,16.434074,15.763299,15.397245,star
19.580395,17.598129,16.823668,16.541956,16.408974,star
18.504585,16.671804,16.007681,15.747065,15.621261,star
19.352119,17.435856,16.659275,16.363604,16.234278,star
17.763067,16.119576,15.564338,15.378804,15.331358,star
19.046923,17.27272,16.560436,16.320948,16.195713,star
18.794128,17.786896,17.326601,17.199211,17.140175,star
18.322247,17.406439,17.134766,16.945263,16.938169,star
18.994736,16.640802,15.660626,15.305973,15.112631,star
17.802515,16.799473,16.538836,16.440092,16.421457,star
18.012846,16.220034,15.514073,15.231162,15.076788,star
18.228376,17.296419,16.965219,16.831064,16.812214,star
20.577826,17.818621,16.488115,15.978336,15.655509,star
18.842577,17.459549,16.911469,16.694685,16.576706,star
16.887651,15.835773,15.8613,15.37749,15.330827,star
18.179007,16.569809,16.117149,15.585269,15.450232,star
19.266415,17.913607,17.388063,17.017845,17.129824,star
18.122606,17.062841,16.71269,16.551077,16.490202,star
18.453007,16.690012,16.020943,15.789747,15.663325,star
18.895613,17.131166,16.467451,16.205853,16.099388,star
18.516817,17.295002,16.806993,16.597996,16.587484,star
18.414719,17.486706,17.165596,17.052731,17.022579,star
18.411276,16.648769,15.986869,15.742202,15.654762,star
17.7843,16.392138,15.866376,15.69747,15.659509,star
17.168159,16.063202,15.660782,15.538535,15.532299,star
19.254143,16.929657,15.885954,15.538607,15.394132,star
18.976536,17.994667,17.570673,17.387594,17.337605,star
17.042059,15.885938,15.436761,15.318503,15.283641,star
19.874067,17.633825,16.719046,16.404791,16.246391,star
18.918673,17.096365,16.334284,16.089281,15.90435,star
19.988678,17.722881,16.569937,16.145073,15.89363,star
17.488497,16.261932,15.725326,15.591249,15.508123,star
18.733677,16.779451,15.919903,15.615091,15.36689,star
18.513939,17.086514,16.49209,16.292263,16.21139,star
18.511873,17.400326,17.074907,16.895308,16.914423,star
18.457621,17.194016,17.380999,17.529728,17.623138,star
17.669796,16.377254,15.886984,15.713591,15.661416,star
18.411007,17.209198,16.768135,16.607906,16.548368,star
20.034618,17.668707,16.62121,16.199316,15.968962,star
18.519056,17.454094,16.967459,16.738834,16.696486,star
19.048145,17.182627,16.431839,16.168772,16.061872,star
20.107788,17.698656,16.372612,15.578847,15.176819,star
17.920776,16.665903,16.156275,16.013355,15.957614,star
17.669302,16.124733,15.550253,15.347632,15.25895,star
17.071823,15.705871,15.218467,15.075816,15.028233,star
20.070538,17.615168,16.258762,15.683072,15.360704,star
17.840004,16.526167,16.011715,15.83056,15.744484,star
20.255903,17.997303,17.030828,16.667564,16.470152,star
19.002975,16.694643,15.759847,15.135134,15.266088,star
18.777288,17.642149,17.217251,17.014452,16.948099,star
17.982405,16.073971,15.375193,15.127872,15.074513,star
19.559608,17.014124,15.813665,15.396811,15.161318,star
19.119013,17.194456,16.454247,16.194441,16.049583,star
17.720612,16.456041,15.916945,15.757681,15.670259,star
18.646534,17.31617,16.830448,16.671602,16.60347,star
17.247326,16.567904,16.805347,17.051048,17.186285,star
17.436138,16.192652,15.774611,15.588335,15.568091,star
19.748564,17.631872,16.740215,16.438351,16.239161,star
19.204166,17.781639,17.265827,17.032621,16.945679,star
19.84059,17.559143,16.487417,16.07992,15.850761,star
19.840162,17.790825,16.924971,16.655907,16.508728,star
20.151178,17.586828,16.367878,15.932034,15.684916,star
17.74925,16.168882,15.469616,15.196923,15.051819,star
17.214149,16.15192,15.72442,15.605633,15.571949,star
18.243036,17.051964,16.468222,16.274694,16.208704,star
19.036894,17.470726,16.882967,16.655663,16.56362,star
19.107233,17.478157,16.879515,16.67844,16.603226,star
17.941271,17.071369,16.805973,16.677853,16.67762,star
18.269768,17.122641,16.6978,16.550713,16.491089,star
17.807489,16.680605,16.228933,16.090969,16.057026,star
18.140718,17.14959,16.781126,16.677095,16.640341,star
19.18082,17.951437,17.458395,17.259876,17.179182,star
18.176119,17.153519,16.823578,16.707245,16.673994,star
19.075481,17.363644,16.699663,16.473444,16.369459,star
20.224426,17.961689,16.970188,16.633699,16.417326,star
18.813713,17.513903,17.018076,16.894802,16.735929,star
19.166594,17.501253,16.918722,16.673435,16.567532,star
17.870594,16.334499,15.774207,15.585838,15.493115,star
19.196724,17.874609,17.325348,17.06184,16.9569,star
19.067543,17.137096,16.460592,16.089321,15.963683,star
18.289923,17.095745,16.737408,16.498411,16.460007,star
17.630312,16.224638,15.783901,15.516409,15.423473,star
17.621052,16.05776,15.484025,15.160583,15.024649,star
18.47109,16.920094,16.334446,16.085609,16.147808,star
18.622375,17.299913,16.786362,16.505892,16.542337,star
20.282619,17.776608,16.378185,15.581692,15.321637,star
18.539038,17.399879,16.94685,16.835255,16.671303,star
16.29055,15.367631,15.266382,15.033189,15.08203,star
18.920645,17.889854,17.649109,17.363964,17.319946,star
17.298733,16.089779,15.755488,15.424411,15.466218,star
17.937822,16.150923,15.637084,15.213655,15.123513,star
18.114029,17.165371,16.938042,16.606291,16.61215,star
18.617235,16.617765,15.94664,15.454031,15.374385,star
18.853691,17.652931,17.283739,17.161282,17.020897,star
19.707251,17.006512,15.917614,15.518862,15.23427,star
17.72366,16.298481,15.895567,15.723968,15.609953,star
17.757135,16.21509,15.713553,15.474046,15.348101,star
17.408993,16.205713,15.791172,15.627716,15.600921,star
18.678118,17.362808,16.873077,16.722855,16.637022,star
18.403866,17.257048,16.7966,16.639475,16.563759,star
17.966976,16.510126,15.941756,15.727552,15.671465,star
17.535725,16.16971,15.594144,15.346217,15.246834,star
18.200888,16.887695,16.441343,16.266296,16.256674,star
19.039383,17.751205,17.275824,17.107525,17.002985,star
17.70805,16.650295,16.650335,16.66357,16.702526,star
20.235426,17.896812,17.006741,16.671854,16.472803,star
19.367548,16.989977,16.021927,15.68129,15.509489,star
18.10306,16.919258,16.50219,16.362869,16.338041,star
16.670382,15.641116,15.480968,15.479068,15.514364,star
18.711588,17.59515,17.15593,17.015062,16.937622,star
17.779043,16.882195,16.661842,16.597916,16.56424,star
19.101015,16.926102,16.006126,15.666278,15.440103,star
18.591188,17.046797,16.464901,16.258348,16.15167,star
18.751122,17.227694,16.667912,16.45743,16.389589,star
19.354429,17.480627,16.723879,16.433226,16.288284,star
17.346617,16.239672,15.842908,15.737539,15.680199,star
20.235516,17.814377,16.709293,16.277285,16.020279,star
17.797932,16.19619,15.573691,15.317316,15.213956,star
17.250504,15.887886,15.420106,15.250866,15.204761,star
19.18165,17.58283,16.939142,16.669445,16.552856,star
19.34263,17.121737,16.184549,15.815755,15.631816,star
17.252581,16.044542,15.630996,15.464484,15.448957,star
17.843586,16.821779,16.440952,16.326063,16.310968,star
20.045944,17.566862,16.451832,16.048595,15.843755,star
19.262434,17.969299,17.428272,17.224516,17.106661,star
18.741116,17.365723,16.801537,16.553177,16.447577,star
20.05677,17.557182,16.491499,16.068468,15.871582,star
17.885784,16.846033,16.48497,16.355335,16.304295,star
18.222059,17.205006,16.836584,16.707602,16.647764,star
17.874779,16.944332,16.686304,16.682043,16.527443,star
18.053915,17.099443,16.814884,16.639473,16.630503,star
18.362768,17.398108,17.117918,17.050966,17.050385,star
17.781378,16.917,16.564878,16.486216,16.408352,star
19.371552,17.998594,17.512867,17.420465,17.261339,star
19.18854,17.11709,16.314962,16.044832,15.886728,star
19.747295,17.212545,15.940949,15.390049,15.052592,star
17.783411,16.214027,15.563531,15.231119,15.117221,star
19.506807,17.769896,17.086479,16.947542,16.772917,star
17.843985,16.549425,16.000114,15.868183,15.720653,star
18.568521,17.024128,16.39946,16.178545,15.988499,star
18.863136,16.657961,15.667237,15.331571,15.041085,star
20.263414,17.806429,16.52883,15.961429,15.615242,star
18.70005,17.493296,17.025503,16.889074,16.85429,star
18.355425,17.38566,17.016361,16.905397,16.865873,star
17.943464,16.866344,16.50206,16.368904,16.306589,star
18.337442,17.334642,16.934568,16.741276,16.621904,star
18.900539,16.926649,16.185843,15.893518,15.796621,star
19.162447,17.35364,16.702501,16.421112,16.329018,star
20.12956,17.787872,16.472519,15.765041,15.37665,star
16.989838,15.797202,15.422537,15.23798,15.207145,star
18.060358,16.860792,16.315775,16.175303,16.099375,star
18.226337,17.172329,16.751101,16.589277,16.492636,star
19.036701,17.989807,17.527605,17.329779,17.216864,star
17.681252,16.092533,15.514898,15.349612,15.307242,star
17.464478,16.175116,15.767518,15.547585,15.582527,star
19.382935,17.683195,17.070219,16.864088,16.738522,star
19.037699,17.900349,17.408556,17.218933,17.157534,star
18.90032,17.925972,17.556429,17.429022,17.423727,star
18.449814,17.347464,16.953552,16.818089,16.784868,star
18.763433,16.723026,15.978156,15.676796,15.547595,star
19.187441,17.877411,17.340401,17.156654,17.081549,star
17.338261,16.448864,16.20928,16.130421,16.114239,star
19.620161,17.196848,16.124989,15.726705,15.494938,star
18.143106,16.517807,15.870589,15.626665,15.519294,star
18.320154,17.218719,16.838169,16.69976,16.641388,star
17.963064,16.804117,16.544945,16.425741,16.433702,star
20.433046,17.803621,16.567616,16.038486,15.785149,star
18.294363,17.378702,17.089249,17.007111,16.987524,star
17.452358,16.499371,16.070517,15.894961,15.840596,star
19.555111,17.827253,17.153723,16.878914,16.755514,star
18.291828,16.784763,16.20927,15.963085,15.874666,star
18.02799,16.945488,16.588772,16.447359,16.397196,star
20.501896,17.862299,16.512318,15.766006,15.468334,star
18.021702,16.563147,16.097639,15.885652,15.756306,star
17.830875,16.945623,16.680717,16.586767,16.580284,star
20.151892,17.593794,16.374224,15.920316,15.64645,star
19.152054,17.659826,17.107529,16.908159,16.807316,star
18.880394,17.549931,17.086142,16.800983,16.731726,star
17.820423,16.630657,16.237831,16.102007,16.055845,star
17.613043,16.27619,15.753417,15.51049,15.400264,star
18.594931,17.390205,16.979355,16.838764,16.751282,star
18.2365,16.978092,16.51503,16.317333,16.292915,star
18.676479,17.733692,17.422661,17.326593,17.289515,star
18.20866,17.015631,16.595087,16.452682,16.373175,star
19.7959,17.170053,15.938359,15.463698,15.159404,star
17.339167,16.133308,15.731974,15.560266,15.497359,star
18.507767,17.420095,17.110826,16.952715,16.899357,star
18.669455,16.854528,16.233784,15.986998,15.871527,star
17.932556,16.556307,15.992625,15.768045,15.69268,star
17.517666,16.199095,15.751963,15.591588,15.524927,star
17.776754,16.547192,16.149347,15.997669,15.931672,star
18.621077,17.387558,16.897425,16.754747,16.691156,star
19.551451,17.997868,17.351429,17.060463,16.948084,star
18.096714,16.863188,16.384687,16.162737,16.055429,star
17.494257,16.497847,16.075911,15.957231,15.915972,star
17.325577,16.030645,15.572474,15.401044,15.368297,star
19.502153,17.236122,16.168962,15.715858,15.48203,star
18.572109,17.644318,17.307894,17.186565,17.15312,star
16.912655,15.857977,15.497765,15.409122,15.373125,star
17.337532,16.185633,15.832216,15.647517,15.571097,star
17.65069,16.695749,16.540148,16.485294,16.451757,star
18.960625,17.419636,16.835611,16.613665,16.515835,star
18.447348,17.549309,17.217667,17.105215,17.04986,star
17.557665,16.735369,16.46793,16.389153,16.307039,star
18.903534,17.75843,17.329008,17.196783,17.115065,star
18.941038,17.624462,17.186489,17.024488,17.037434,star
18.396408,16.638157,15.980405,15.840277,15.788142,star
20.169783,17.648291,16.392155,15.968006,15.633883,star
17.90378,16.805006,16.390902,16.308664,16.210106,star
18.795177,17.279568,16.568834,16.370991,16.14325,star
19.930601,17.35416,16.251034,15.746215,15.577786,star
